PlaceName,State,TCUSA,Years,TCPopulation,pop_2012,pct_poverty,hh_inc_med,fam_inc_med,pct_hsgrad,pct_bachdeg,pct_ownocc,pct_rentocc,hm_val_med,pct_white,age_med,pct_u18,pct_o65,region9,tcusa8nn
Davis Junction village,IL,0,0,-99,2723,0.0605,66017,66717,0.8529,0.2003,0.8837,0.1163,147900,0.9567,30.4,0.3595,0.0433,East North Central,1
East Norwich CDP,NY,0,0,-99,2723,0.0239,143269,154342,0.957,0.5621,0.9315,0.0685,626800,0.9372,45,0.2431,0.1686,Middle Atlantic,0
Bethel village,OH,0,0,-99,2723,0.2207,36197,40536,0.7721,0.1071,0.5005,0.4995,99100,0.9703,39.1,0.2538,0.1572,East North Central,1
Central Park CDP,WA,0,0,-99,2723,0.0894,47194,64591,0.9281,0.2075,0.7783,0.2217,193800,0.9523,42.1,0.2248,0.1664,Pacific,1
Arial CDP,SC,0,0,-99,2724,0.2372,32721,42222,0.6569,0.0787,0.7026,0.2974,99800,0.9244,40.2,0.2504,0.181,South Atlantic,0
West Wyoming borough,PA,1,5,2725,2725,0.066,54722,77917,0.934,0.267,0.838,0.162,133300,1,43.6,0.192,0.191,Middle Atlantic,1
Chandler city,TX,0,0,-99,2725,0.1329,56803,73958,0.9154,0.3078,0.757,0.243,153500,0.8066,39.2,0.284,0.1655,West South Central,1
Kendall town,NY,0,0,-99,2726,0.102,65904,68952,0.91,0.276,0.913,0.087,119000,0.9857,46,0.206,0.139,Middle Atlantic,0
Parks township,PA,0,0,-99,2726,0.142,43889,52857,0.89,0.107,0.842,0.158,100400,0.9791,49.2,0.204,0.171,Middle Atlantic,0
Eldora city,IA,0,0,-99,2727,0.1407,45000,61920,0.9089,0.1805,0.6791,0.3209,83400,0.8926,42.6,0.3106,0.2021,West North Central,0
Ketchum city,ID,1,10,2450,2728,0.057,52464,79779,0.9096,0.5563,0.5381,0.4619,642400,0.9908,45.7,0.0876,0.217,Mountain,1
Nanty-Glo borough,PA,0,0,-99,2728,0.136,37389,51045,0.837,0.135,0.805,0.195,68300,1,41.6,0.253,0.202,Middle Atlantic,0
Wind Gap borough,PA,0,0,-99,2729,0.059,36972,59786,0.821,0.15,0.549,0.451,171000,1,47.1,0.175,0.236,Middle Atlantic,0
Stanton city,TX,0,0,-99,2729,0.1874,39141,52821,0.6827,0.0668,0.7149,0.2851,64900,0.886,34.7,0.3001,0.1264,West South Central,0
West Bishop CDP,CA,0,0,-99,2730,0.0527,85667,99919,0.9775,0.3293,0.8779,0.1221,466600,0.9051,53.3,0.1703,0.2366,Pacific,1
South Beaver township,PA,0,0,-99,2730,0.035,56625,65000,0.915,0.222,0.873,0.127,149500,0.9806,51.2,0.167,0.238,Middle Atlantic,0
Barker town,NY,0,0,-99,2731,0.134,58190,65954,0.9,0.208,0.891,0.109,96300,0.9923,40.9,0.252,0.105,Middle Atlantic,0
McChord AFB CDP,WA,0,0,-99,2731,0.0072,44069,43936,0.987,0.2126,0,1,0,0.7049,23.3,0.3577,0,Pacific,1
Elma Center CDP,NY,0,0,-99,2732,0.1365,64464,86934,0.9736,0.3341,0.8965,0.1035,189500,0.9993,49.3,0.198,0.2108,Middle Atlantic,3
Hunter town,NY,0,0,-99,2732,0.214,38598,52723,0.879,0.281,0.708,0.292,218600,0.9231,46.2,0.221,0.177,Middle Atlantic,0
Seneca town,NY,0,0,-99,2732,0.051,59940,64459,0.929,0.218,0.855,0.145,117100,0.9974,40.8,0.27,0.146,Middle Atlantic,1
Federalsburg town,MD,0,0,-99,2733,0.2777,36932,41125,0.7716,0.1306,0.4824,0.5176,172100,0.5317,33.8,0.3103,0.1207,South Atlantic,0
Winthrop CDP,ME,0,0,-99,2733,0.1644,48546,60222,0.9602,0.3683,0.6767,0.3233,164000,0.9623,46.5,0.2305,0.1694,New England,2
Pageland town,SC,0,0,-99,2733,0.2942,27056,29326,0.7011,0.0746,0.5279,0.4721,91800,0.67,39.3,0.2188,0.1573,South Atlantic,1
Monroe city,UT,0,0,-99,2733,0.1702,48209,50324,0.8605,0.2036,0.9014,0.0986,167100,0.9568,36.6,0.33,0.154,Mountain,0
Bunnell city,FL,0,0,-99,2734,0.315,21496,21250,0.7799,0.114,0.5334,0.4666,82200,0.7253,39.8,0.2081,0.1957,South Atlantic,3
Bayard city,NM,0,0,-99,2734,0.2374,30538,32841,0.7562,0.0969,0.6559,0.3441,81300,0.5995,40.9,0.2663,0.1895,Mountain,0
Johnson Creek village,WI,1,9,2818,2734,0.0983,65489,79545,0.92,0.2733,0.7262,0.2738,181800,0.9576,31.5,0.2846,0.0768,East North Central,4
Knob Noster city,MO,0,0,-99,2735,0.1533,42969,47107,0.9479,0.1484,0.4359,0.5641,125500,0.7016,23,0.2644,0.0654,West North Central,1
Tully town,NY,0,0,-99,2736,0.048,72950,83958,0.943,0.438,0.771,0.229,186100,0.9532,45.4,0.241,0.16,Middle Atlantic,0
Gibsonburg village,OH,1,19,2581,2736,0.091,45536,59089,0.9551,0.1309,0.7177,0.2823,108300,0.9565,32.1,0.3194,0.1195,East North Central,5
Burney CDP,CA,0,0,-99,2737,0.1959,38337,43125,0.8492,0.1121,0.5984,0.4016,149900,0.9204,49.5,0.1893,0.2053,Pacific,0
Scissors CDP,TX,0,0,-99,2737,0.2598,30875,32250,0.1918,0,0.8829,0.1171,52700,0.7563,25.5,0.4172,0.0829,West South Central,0
Fair Haven town,VT,0,0,-99,2737,0.114,44688,50638,0.875,0.199,0.622,0.378,155200,0.9229,38.6,0.243,0.144,New England,0
Elkton city,KY,0,0,-99,2740,0.2727,33125,44583,0.7979,0.1214,0.5808,0.4192,85200,0.8219,35.8,0.2708,0.1613,East South Central,1
Canton city,MO,0,0,-99,2740,0.1783,35673,43269,0.8805,0.1939,0.5991,0.4009,75000,0.938,27.2,0.2215,0.131,West North Central,0
Lisle town,NY,0,0,-99,2740,0.055,52955,60417,0.9,0.139,0.827,0.173,98300,0.9938,38.9,0.235,0.102,Middle Atlantic,0
Elkton town,VA,0,0,-99,2740,0.0995,50476,67292,0.8102,0.134,0.6867,0.3133,189800,0.9719,38.2,0.2478,0.2022,South Atlantic,0
Eatonville town,WA,0,0,-99,2740,0.0834,61530,69607,0.9501,0.1812,0.7371,0.2629,217700,0.9255,34.5,0.3354,0.1088,Pacific,0
Crownpoint CDP,NM,0,0,-99,2741,0.2759,33409,38929,0.747,0.1064,0.3759,0.6241,54500,0.0525,26.6,0.313,0.0445,Mountain,0
El Lago city,TX,0,0,-99,2741,0.0971,94938,129909,0.9546,0.5608,0.8649,0.1351,168300,0.9573,44.8,0.2437,0.1543,West South Central,0
Carrabelle city,FL,0,0,-99,2742,0.3067,23512,40945,0.689,0.061,0.5767,0.4233,107500,0.744,38.3,0.0926,0.1379,South Atlantic,1
Estacada city,OR,0,0,-99,2742,0.2297,39844,58750,0.8366,0.1186,0.6816,0.3184,218100,0.8986,38.3,0.2451,0.1473,Pacific,4
Bonny Doon CDP,CA,0,0,-99,2743,0.0736,95395,104028,0.9176,0.5095,0.7893,0.2107,686100,0.9198,47.2,0.1301,0.1123,Pacific,0
Bel-Ridge village,MO,0,0,-99,2743,0.3814,21910,29306,0.7805,0.1362,0.3899,0.6101,68800,0.1141,31.2,0.3383,0.0722,West North Central,1
Madison city,NE,0,0,-99,2743,0.0868,45296,51354,0.6342,0.1368,0.7468,0.2532,68000,0.8447,34.7,0.3124,0.1272,West North Central,2
Indialantic town,FL,0,0,-99,2745,0.0734,65486,84926,0.9668,0.5045,0.7753,0.2247,293600,0.9344,51.9,0.1403,0.2561,South Atlantic,1
Spring Brook township,PA,0,0,-99,2745,0.011,78043,81528,0.893,0.236,0.848,0.152,180800,0.9865,38.8,0.25,0.11,Middle Atlantic,1
Moose Lake city,MN,0,0,-99,2747,0.1403,38510,52167,0.8437,0.1418,0.5381,0.4619,116700,0.8209,42.9,0.1132,0.2031,West North Central,0
Valentine city,NE,0,0,-99,2747,0.1508,45057,66964,0.9114,0.2011,0.7022,0.2978,95800,0.9035,50.2,0.1951,0.2701,West North Central,0
Clarence CDP,NY,0,0,-99,2748,0.0878,70658,90682,0.9214,0.3149,0.7221,0.2779,200900,0.9356,48,0.2187,0.3046,Middle Atlantic,2
Wendell city,ID,0,0,-99,2750,0.2072,35074,42361,0.7111,0.095,0.6892,0.3108,105200,0.7411,30.7,0.3375,0.1418,Mountain,4
Lake Arthur town,LA,0,0,-99,2750,0.2894,25442,47212,0.6434,0.0935,0.8058,0.1942,58900,0.8396,40.6,0.2687,0.1967,West South Central,0
Buckeye Lake village,OH,0,0,-99,2750,0.2617,28037,27019,0.7222,0.0779,0.5524,0.4476,79700,0.9731,41.5,0.2109,0.164,East North Central,0
Stanton city,KY,0,0,-99,2751,0.293,26379,30214,0.6855,0.1076,0.471,0.529,88800,0.9567,40.8,0.2145,0.1792,East South Central,0
St. Helen CDP,MI,0,0,-99,2751,0.2321,25616,37542,0.7981,0.0722,0.8354,0.1646,56500,0.9673,52,0.1498,0.2297,East North Central,0
Great Neck Estates village,NY,1,23,2700,2751,0.0452,129583,157969,0.9795,0.7114,0.9173,0.0827,1000001,0.9033,46.7,0.2766,0.209,Middle Atlantic,0
Campo CDP,CA,0,0,-99,2753,0.1918,53942,57804,0.804,0.1429,0.7741,0.2259,187600,0.8282,31.5,0.2975,0.1017,Pacific,0
Lakeland CDP,NY,0,0,-99,2753,0.0671,57539,64141,0.9448,0.1835,0.8788,0.1212,121900,0.9731,50.5,0.162,0.2419,Middle Atlantic,0
Reynoldsville borough,PA,0,0,-99,2754,0.265,38298,51316,0.882,0.111,0.645,0.355,65100,0.9935,38.4,0.24,0.159,Middle Atlantic,0
Mondovi city,WI,0,0,-99,2754,0.1861,42535,53810,0.8712,0.1552,0.56,0.44,112400,0.98,40.6,0.2313,0.2062,East North Central,1
Walker township,PA,0,0,-99,2755,0.089,49542,59048,0.83,0.088,0.868,0.132,144800,0.9927,36.7,0.279,0.127,Middle Atlantic,0
Bushnell city,FL,1,19,2445,2756,0.216,32582,39491,0.726,0.1257,0.7935,0.2065,86400,0.8403,43.1,0.2417,0.2388,South Atlantic,1
Dunbarton town,NH,0,0,-99,2756,0.074,98482,102095,0.974,0.404,0.869,0.131,282300,0.9532,44.6,0.225,0.081,New England,0
Madison CDP,ME,0,0,-99,2757,0.2329,27450,29638,0.8633,0.1037,0.6694,0.3306,100200,0.9761,45.4,0.2234,0.177,New England,2
Tonopah CDP,NV,0,0,-99,2757,0.1576,49875,68831,0.8413,0.1476,0.5018,0.4982,85700,0.9518,42.8,0.2104,0.107,Mountain,0
Cherryhill township,PA,0,0,-99,2757,0.068,50855,58065,0.892,0.151,0.845,0.155,102300,0.9597,43.3,0.232,0.168,Middle Atlantic,0
York city,AL,0,0,-99,2758,0.3664,21172,24565,0.7652,0.1702,0.5718,0.4282,74100,0.1461,35.9,0.3017,0.1258,East South Central,2
Green Forest city,AR,0,0,-99,2759,0.3038,30446,38429,0.642,0.0877,0.6086,0.3914,86700,0.7771,33.8,0.3055,0.1374,West South Central,0
Star City city,AR,1,1,2471,2759,0.3101,33145,36607,0.7538,0.126,0.5678,0.4322,84800,0.8438,41.1,0.2153,0.1852,West South Central,2
Monticello city,FL,1,26,2468,2759,0.1532,41862,49853,0.855,0.1659,0.7334,0.2666,123100,0.4824,41.8,0.1964,0.1598,South Atlantic,1
Macon city,MS,0,0,-99,2759,0.4053,18367,24821,0.705,0.1294,0.6094,0.3906,59400,0.2606,31.7,0.2349,0.1439,East South Central,0
Bear Creek township,PA,0,0,-99,2759,0.072,62262,72429,0.901,0.304,0.919,0.081,168400,0.9899,44.2,0.196,0.162,Middle Atlantic,0
Pearisburg town,VA,0,0,-99,2759,0.1432,44107,51813,0.8091,0.2827,0.7427,0.2573,115200,0.9703,46.1,0.191,0.2428,South Atlantic,0
Campbell CDP,FL,0,0,-99,2760,0.173,30661,41818,0.8367,0.1295,0.5594,0.4406,69900,0.9341,64.3,0.1018,0.4703,South Atlantic,0
Wayne village,IL,1,17,2431,2760,0.0045,151875,168304,0.9815,0.4788,0.9898,0.0102,630300,0.9449,44.9,0.2304,0.1178,East North Central,5
La Paloma CDP,TX,0,0,-99,2760,0.3521,35818,36296,0.4896,0.028,0.9901,0.0099,61800,0.9699,25.3,0.4134,0.0551,West South Central,0
Cascade Valley CDP,WA,0,0,-99,2760,0.1834,51797,43068,0.8254,0.163,0.5726,0.4274,208700,0.8783,33,0.2841,0.1344,Pacific,0
Sibley city,IA,0,0,-99,2761,0.1011,40417,63125,0.823,0.1821,0.6966,0.3034,74500,0.9833,42.4,0.2209,0.2122,West North Central,0
Granite Falls city,MN,1,27,2843,2761,0.088,45862,54757,0.904,0.1814,0.6439,0.3561,105100,0.9239,40.1,0.2401,0.2213,West North Central,0
Byrnes Mill city,MO,0,0,-99,2761,0.0338,60274,67431,0.8893,0.1563,0.8111,0.1889,165000,0.9866,40.2,0.2438,0.1159,West North Central,0
Day Heights CDP,OH,0,0,-99,2761,0.0896,64934,69526,0.906,0.2353,0.9093,0.0907,152800,0.9852,35.6,0.339,0.0848,East North Central,2
Greenfield city,MN,0,0,-99,2762,0.0383,102750,107292,0.9584,0.4093,0.9078,0.0922,417300,0.9772,41.5,0.2994,0.0789,West North Central,0
Attica village,NY,0,0,-99,2762,0.1232,53587,70347,0.8948,0.1803,0.6066,0.3934,95000,0.9142,34.9,0.2806,0.1137,Middle Atlantic,0
Hooks city,TX,0,0,-99,2762,0.2223,31705,46806,0.7841,0.1104,0.5769,0.4231,55900,0.7476,36.7,0.2889,0.1459,West South Central,0
Centreville city,AL,0,0,-99,2763,0.2531,21864,45625,0.6674,0.0953,0.6052,0.3948,140900,0.7452,36.4,0.2657,0.1672,East South Central,0
Hoxie city,AR,0,0,-99,2763,0.2477,31579,37212,0.7508,0.0431,0.5874,0.4126,49200,0.9479,38.2,0.1915,0.1473,West South Central,1
Sylvania city,GA,0,0,-99,2763,0.2908,31477,43906,0.7214,0.1566,0.5825,0.4175,103900,0.6091,38.4,0.2533,0.2269,South Atlantic,2
Kingston Springs town,TN,0,0,-99,2763,0.0948,66964,78542,0.8985,0.3241,0.8545,0.1455,208000,0.9721,40.4,0.2642,0.0898,East South Central,0
Lido Beach CDP,NY,0,0,-99,2764,0,136538,191354,0.9803,0.6548,0.9365,0.0635,778200,0.9573,52,0.2135,0.2341,Middle Atlantic,1
Roslyn village,NY,0,0,-99,2765,0.0725,85329,124107,0.922,0.6419,0.6707,0.3293,276700,0.8373,45.6,0.1407,0.2752,Middle Atlantic,0
Hepburn township,PA,0,0,-99,2765,0.013,54699,59028,0.871,0.222,0.946,0.054,125400,0.9758,47.4,0.158,0.173,Middle Atlantic,0
Snowmass Village town,CO,0,0,-99,2766,0.0686,74848,128750,0.9891,0.5307,0.5791,0.4209,979700,0.9577,40.8,0.1772,0.0647,Mountain,2
Sardinia town,NY,0,0,-99,2766,0.09,56326,59694,0.933,0.171,0.896,0.104,146500,0.9935,44.7,0.174,0.136,Middle Atlantic,0
Manchester borough,PA,0,0,-99,2766,0.081,51818,54865,0.847,0.138,0.592,0.408,151600,0.889,38.9,0.265,0.134,Middle Atlantic,0
Royalton town,VT,0,0,-99,2766,0.178,34865,56310,0.933,0.4,0.565,0.435,173500,0.9324,42.3,0.139,0.133,New England,0
Val Verde Park CDP,TX,0,0,-99,2767,0.13,51250,53098,0.595,0.0481,0.8788,0.1213,72500,0.9776,32.2,0.339,0.0987,West South Central,0
Lake Royale CDP,NC,0,0,-99,2768,0.068,44779,57656,0.9402,0.3126,0.7745,0.2255,158200,0.7836,44.9,0.2691,0.2077,South Atlantic,1
Shackelford CDP,CA,0,0,-99,2769,0.5023,18764,21442,0.4506,0.0263,0.3537,0.6463,85600,0.6717,30.1,0.3012,0.0354,Pacific,1
Dawson Springs city,KY,0,0,-99,2769,0.2882,27756,30750,0.7832,0.0737,0.591,0.409,49700,0.97,39.7,0.256,0.1968,East South Central,0
Oak Harbor village,OH,1,25,2759,2769,0.0571,47326,60000,0.9386,0.1758,0.6621,0.3379,117900,0.961,42.1,0.229,0.1575,East North Central,3
Prince Frederick CDP,MD,0,0,-99,2770,0.206,37275,69712,0.8525,0.2243,0.3159,0.6841,320800,0.6199,34,0.2715,0.1386,South Atlantic,0
Hanover city,MN,0,0,-99,2770,0.0218,101429,110729,0.994,0.4099,0.9595,0.0405,256000,0.9592,35,0.2881,0.0365,West North Central,0
Horse Shoe CDP,NC,0,0,-99,2770,0.1375,67171,68039,0.9193,0.2642,0.9826,0.0174,234000,0.9657,49.8,0.2108,0.1751,South Atlantic,1
Williston city,FL,0,0,-99,2771,0.1958,36188,47969,0.8066,0.1569,0.6461,0.3539,113600,0.6543,35.2,0.223,0.17,South Atlantic,0
Early city,TX,0,0,-99,2771,0.1257,43347,53000,0.9284,0.1679,0.766,0.234,97900,0.9617,34.2,0.3096,0.122,West South Central,0
Nags Head town,NC,0,0,-99,2772,0.0808,55877,68203,0.934,0.3618,0.6501,0.3499,333800,0.9935,42.1,0.1609,0.1656,South Atlantic,0
Lodi village,OH,0,0,-99,2772,0.1658,35678,52778,0.8602,0.078,0.6296,0.3704,85800,0.9639,41,0.1677,0.1962,East North Central,2
North Rock Springs CDP,WY,0,0,-99,2772,0.0779,73404,74866,0.873,0.159,0.9446,0.0554,212300,0.8698,35.1,0.2486,0.0729,Mountain,2
Webster County unified government,GA,0,0,-99,2773,0.2281,29926,49591,0.7724,0.119,0.8602,0.1398,50500,0.5676,45.6,0.1958,0.1789,South Atlantic,1
Christmas CDP,FL,0,0,-99,2774,0.0495,49536,73409,0.7711,0.086,0.8697,0.1303,95500,0.973,43.2,0.1583,0.1471,South Atlantic,1
Ferrisburgh town,VT,0,0,-99,2774,0.065,60815,70690,0.929,0.318,0.788,0.212,296500,0.9712,44.5,0.211,0.143,New England,0
Bangor town,NY,0,0,-99,2775,0.205,47365,53603,0.849,0.187,0.836,0.164,79300,0.9802,37.8,0.275,0.127,Middle Atlantic,0
Jacksonville city,OR,0,0,-99,2775,0.0585,41044,54229,0.9701,0.4853,0.6937,0.3063,323300,0.9528,57.2,0.1596,0.3283,Pacific,3
Shade township,PA,0,0,-99,2775,0.109,38008,50429,0.799,0.086,0.807,0.193,73300,0.9899,46.3,0.171,0.186,Middle Atlantic,0
Redwood CDP,OR,0,0,-99,2776,0.1353,41442,50956,0.8463,0.0966,0.7322,0.2678,228600,0.9676,48,0.1942,0.2579,Pacific,2
Preston Heights CDP,IL,0,0,-99,2777,0.2016,45714,60357,0.7862,0.0637,0.6317,0.3683,145800,0.2668,39.6,0.2373,0.0897,East North Central,2
Raceland city,KY,0,0,-99,2777,0.2324,48167,60446,0.8816,0.1765,0.7144,0.2856,90900,0.9795,37,0.2528,0.1048,East South Central,0
Southern Gateway CDP,VA,0,0,-99,2777,0.0108,54473,59321,0.9681,0.2994,0.2274,0.7726,177800,0.5124,32,0.2146,0.0533,South Atlantic,1
Penngrove CDP,CA,0,0,-99,2778,0.0761,73550,97895,0.9325,0.3412,0.5622,0.4378,702300,0.86,43.2,0.2084,0.1076,Pacific,1
St. Ignace city,MI,0,0,-99,2778,0.1254,38806,47273,0.8985,0.1574,0.6091,0.3909,115200,0.6886,39.6,0.2091,0.162,East North Central,1
Pantego town,TX,0,0,-99,2778,0.093,74813,103148,0.9173,0.3705,0.6983,0.3017,173300,0.905,44.8,0.2228,0.2581,West South Central,3
Bradford town,VT,0,0,-99,2778,0.198,45208,60982,0.929,0.272,0.715,0.285,181300,0.9723,40.6,0.234,0.156,New England,0
Pine Hills CDP,CA,0,0,-99,2779,0.0748,62181,71845,0.8518,0.2682,0.8299,0.1701,335100,0.9187,52,0.1752,0.2238,Pacific,0
Evendale village,OH,0,0,-99,2779,0.0262,106375,117063,0.9482,0.5843,0.9457,0.0543,268500,0.869,48.2,0.2116,0.1896,East North Central,3
Harbor Bluffs CDP,FL,0,0,-99,2780,0.0521,79612,121034,0.9878,0.5033,0.9319,0.0681,365700,1,50.6,0.2453,0.2629,South Atlantic,2
Malabar town,FL,0,0,-99,2780,0.0539,64712,71467,0.8768,0.2381,0.824,0.176,236000,0.9079,49.9,0.2277,0.2047,South Atlantic,1
Salem CDP,AR,0,0,-99,2781,0.0816,50333,73438,0.9153,0.1484,0.8123,0.1877,112800,0.9889,40.8,0.2316,0.1762,West South Central,1
Lake Isabella CDP,CA,0,0,-99,2781,0.2555,20621,24868,0.8804,0.0704,0.5792,0.4208,86400,0.9662,43,0.1999,0.3067,Pacific,0
Philipsburg borough,PA,0,0,-99,2781,0.172,34031,51319,0.894,0.15,0.611,0.389,89200,0.9626,43.1,0.166,0.2,Middle Atlantic,0
Loogootee city,IN,0,0,-99,2783,0.1817,37156,45556,0.798,0.1321,0.7328,0.2672,75100,0.9421,42.7,0.2587,0.1933,East North Central,0
Chamberlain city,SD,0,0,-99,2783,0.1613,43472,56500,0.8848,0.2217,0.5866,0.4134,107500,0.8315,37.6,0.2246,0.1574,West North Central,0
Canadian city,TX,0,0,-99,2783,0.1322,51169,64274,0.7571,0.1568,0.7335,0.2665,96900,0.866,33.3,0.2954,0.1405,West South Central,0
Marin City CDP,CA,0,0,-99,2785,0.2738,37857,45000,0.9392,0.3665,0.3177,0.6823,507200,0.4104,30.9,0.256,0.1117,Pacific,0
Ashley borough,PA,0,0,-99,2785,0.179,40022,48750,0.906,0.111,0.76,0.24,72400,0.9935,44.1,0.158,0.189,Middle Atlantic,1
McColl town,SC,0,0,-99,2785,0.3087,28220,28529,0.7343,0.0621,0.6478,0.3522,51200,0.5763,29.1,0.3278,0.112,South Atlantic,1
Fairfield township,PA,0,0,-99,2786,0.058,63382,71422,0.925,0.26,0.916,0.084,169100,0.9616,46.7,0.173,0.185,Middle Atlantic,1
Malakoff city,TX,0,0,-99,2786,0.152,31125,36042,0.7349,0.1469,0.6178,0.3822,65300,0.8216,35.6,0.2904,0.1798,West South Central,0
Pantops CDP,VA,0,0,-99,2786,0.0976,61495,86435,0.938,0.6155,0.3134,0.6866,296200,0.7078,33.8,0.2082,0.2534,South Atlantic,1
Ford Heights village,IL,0,0,-99,2787,0.4335,21994,32620,0.7931,0.0516,0.3222,0.6778,80300,0.0169,28.8,0.3287,0.1227,East North Central,0
Sutter CDP,CA,0,0,-99,2788,0.0735,61329,76786,0.9141,0.1779,0.7634,0.2366,208600,0.8859,37.1,0.2561,0.1148,Pacific,1
Wrens city,GA,0,0,-99,2788,0.2547,29620,34012,0.8177,0.1051,0.5368,0.4632,82800,0.3271,35.1,0.293,0.1133,South Atlantic,1
Fulton city,KY,0,0,-99,2788,0.2669,32736,32601,0.8275,0.1267,0.4653,0.5347,57600,0.6453,40.9,0.2525,0.161,East South Central,1
Harveys Lake borough,PA,0,0,-99,2788,0.077,63258,73026,0.908,0.317,0.839,0.161,151700,0.972,51.5,0.154,0.178,Middle Atlantic,0
North Hopewell township,PA,0,0,-99,2788,0.063,59777,69688,0.842,0.164,0.868,0.132,205100,0.9896,43,0.241,0.148,Middle Atlantic,0
Enosburg town,VT,0,0,-99,2788,0.194,44112,56610,0.791,0.144,0.619,0.381,168000,0.943,39.5,0.215,0.149,New England,1
Aromas CDP,CA,0,0,-99,2789,0.0956,79609,94052,0.9119,0.2642,0.7957,0.2043,448600,0.8028,46,0.251,0.1657,Pacific,1
Esparto CDP,CA,0,0,-99,2789,0.1186,56694,70375,0.7057,0.0981,0.726,0.274,222300,0.6479,35.3,0.2894,0.1065,Pacific,1
Sharon town,CT,0,0,-99,2789,0.06,76117,85114,0.916,0.363,0.823,0.177,457700,0.9552,54,0.157,0.228,New England,0
Riverton borough,NJ,1,26,2759,2789,0.012,96848,115707,0.964,0.476,0.784,0.216,297300,0.9509,44.1,0.213,0.165,Middle Atlantic,1
Mountain View city,AR,1,27,2876,2790,0.2038,30255,48929,0.7049,0.0632,0.53,0.47,88900,0.9889,50.2,0.1527,0.2821,West South Central,1
Lakeview Estates CDP,GA,0,0,-99,2790,0.505,25313,25259,0.3421,0.038,0.5408,0.4592,23100,0.5401,24.3,0.4029,0.0391,South Atlantic,4
Barton town,VT,0,0,-99,2790,0.157,42273,47969,0.866,0.158,0.712,0.288,118700,0.9774,43.1,0.205,0.188,New England,0
Girard city,KS,0,0,-99,2791,0.1306,42188,49412,0.8575,0.233,0.6849,0.3151,72900,0.8291,38.8,0.2143,0.1555,West North Central,1
Orleans town,NY,0,0,-99,2791,0.087,55433,58750,0.868,0.198,0.788,0.212,137500,0.9656,34.9,0.264,0.143,Middle Atlantic,0
Electra city,TX,0,0,-99,2791,0.1517,37163,49831,0.7649,0.0975,0.641,0.359,38500,0.885,44.5,0.2239,0.2608,West South Central,0
Wellsburg city,WV,0,0,-99,2791,0.1968,35993,47969,0.8707,0.2343,0.7073,0.2927,78600,0.9746,43.4,0.2049,0.211,South Atlantic,1
Alturas city,CA,0,0,-99,2792,0.2367,35944,59306,0.8802,0.1654,0.6546,0.3454,134100,0.8814,42.1,0.2418,0.1426,Pacific,0
Ponderosa Park CDP,CO,0,0,-99,2792,0.067,81548,88015,0.9796,0.3053,0.9629,0.0371,326700,0.8721,42.9,0.264,0.067,Mountain,3
Cajah's Mountain town,NC,0,0,-99,2793,0.1477,44050,55293,0.7257,0.102,0.7136,0.2864,118600,0.9918,41.2,0.2145,0.1783,South Atlantic,1
Bartlett town,NH,0,0,-99,2793,0.09,45320,52538,0.903,0.369,0.817,0.183,228800,1,48.2,0.181,0.213,New England,0
Ruidoso Downs city,NM,0,0,-99,2793,0.2193,31827,34934,0.7605,0.1304,0.7019,0.2981,116500,0.8045,37.3,0.2632,0.1407,Mountain,0
Hampton town,SC,0,0,-99,2793,0.2533,36146,55250,0.8655,0.2239,0.6907,0.3093,88300,0.4834,35.4,0.3265,0.1174,South Atlantic,0
Healdton city,OK,0,0,-99,2794,0.1087,32257,43182,0.8602,0.1067,0.7612,0.2388,55300,0.8644,39.4,0.2609,0.1761,West South Central,0
Dallas borough,PA,0,0,-99,2794,0.119,58992,80469,0.957,0.46,0.75,0.25,165500,0.9678,36.6,0.2,0.14,Middle Atlantic,0
Mountville borough,PA,0,0,-99,2794,0.078,47215,61711,0.908,0.162,0.728,0.272,169300,0.8504,46.1,0.18,0.154,Middle Atlantic,1
Chimayo CDP,NM,0,0,-99,2795,0.2903,37059,33110,0.6503,0.0695,0.7686,0.2314,92800,0.8147,38,0.2286,0.1313,Mountain,0
Burns city,OR,0,0,-99,2795,0.1572,37066,53750,0.89,0.1358,0.6057,0.3943,93000,0.9503,47.2,0.1775,0.2193,Pacific,0
Dandridge town,TN,0,0,-99,2795,0.1276,42156,51157,0.8401,0.1815,0.7932,0.2068,138100,0.8987,37,0.2179,0.166,East South Central,2
Wentworth town,NC,0,0,-99,2796,0.111,52279,54583,0.7434,0.1372,0.8374,0.1626,113000,0.8444,41.6,0.1967,0.1334,South Atlantic,1
Rising Sun town,MD,0,0,-99,2797,0.1486,42361,66146,0.8537,0.1475,0.529,0.471,235900,0.9825,34.1,0.3296,0.1351,South Atlantic,0
Aspinwall borough,PA,0,0,-99,2797,0.083,63708,98365,0.952,0.574,0.449,0.551,211600,0.9296,38.3,0.23,0.154,Middle Atlantic,0
Pleasant township,PA,0,0,-99,2797,0.081,50441,59375,0.925,0.235,0.809,0.191,107600,0.9721,48.9,0.205,0.25,Middle Atlantic,1
Linden CDP,AZ,0,0,-99,2798,0.0716,46802,52500,0.9236,0.1621,0.8304,0.1696,226900,0.9489,46.2,0.2688,0.0861,Mountain,2
Waikapu CDP,HI,0,0,-99,2798,0.0244,90208,90128,0.9395,0.2737,0.7922,0.2078,475500,0.1934,33.8,0.2827,0.0843,Pacific,1
