PlaceName,State,TCUSA,Years,TCPopulation,pop_2012,pct_poverty,hh_inc_med,fam_inc_med,pct_hsgrad,pct_bachdeg,pct_ownocc,pct_rentocc,hm_val_med,pct_white,age_med,pct_u18,pct_o65,region9,tcusa8nn
Lindsay city,CA,0,0,-99,12110,0.3522,32090,32447,0.4502,0.0425,0.512,0.488,121300,0.7793,24.3,0.3954,0.0575,Pacific,0
Woodward city,OK,0,0,-99,12110,0.1267,51811,59876,0.831,0.1782,0.631,0.369,93200,0.9061,33.9,0.2506,0.1383,West South Central,0
Poquoson city,VA,0,0,-99,12110,0.0486,85033,97884,0.9239,0.3509,0.8467,0.1533,316000,0.9514,43.3,0.2383,0.1569,South Atlantic,2
Horizon West CDP,FL,0,0,-99,12111,0.0532,76324,86356,0.9646,0.4963,0.7064,0.2936,265300,0.7953,34.1,0.2723,0.0547,South Atlantic,2
Kemp Mill CDP,MD,0,0,-99,12111,0.0533,94950,116882,0.9061,0.5654,0.8475,0.1525,407300,0.6537,41.3,0.2417,0.1855,South Atlantic,0
North Palm Beach village,FL,0,0,-99,12114,0.072,60738,82713,0.9492,0.3979,0.7611,0.2389,249700,0.961,53,0.1398,0.3231,South Atlantic,2
Somerville borough,NJ,0,0,-99,12132,0.078,72271,85273,0.904,0.351,0.578,0.422,298500,0.7358,36.1,0.223,0.119,Middle Atlantic,1
Lake City city,FL,1,13,12099,12133,0.2526,29566,37763,0.7876,0.1615,0.4659,0.5341,129000,0.5491,36.6,0.2493,0.1643,South Atlantic,0
Grand Terrace city,CA,0,0,-99,12140,0.0646,64073,84375,0.8834,0.2384,0.64,0.36,251000,0.6978,37.7,0.225,0.1236,Pacific,1
Waunakee village,WI,1,12,12336,12142,0.0413,84614,101964,0.9673,0.4642,0.7602,0.2398,310100,0.9618,37.8,0.311,0.0973,East North Central,5
Florence township,NJ,1,16,12109,12150,0.032,79296,86399,0.902,0.273,0.85,0.15,227100,0.7979,42.4,0.212,0.135,Middle Atlantic,0
Palmer Town city,MA,0,0,-99,12159,0.103,50050,58110,0.878,0.192,0.682,0.318,193600,0.9784,42.8,0.209,0.155,New England,2
Leeds city,AL,1,24,11700,12160,0.1386,48178,54961,0.8453,0.2259,0.7157,0.2843,138500,0.8229,40,0.219,0.1703,East South Central,0
Miller Place CDP,NY,0,0,-99,12163,0.0166,117225,128569,0.9639,0.4881,0.9302,0.0698,448800,0.9172,38.5,0.2952,0.1085,Middle Atlantic,0
Marion city,AR,0,0,-99,12166,0.067,63242,70566,0.8792,0.2625,0.6981,0.3019,143900,0.6672,32.1,0.2982,0.0603,West South Central,0
Woodmere CDP,LA,0,0,-99,12169,0.1756,56484,59000,0.8263,0.1761,0.8076,0.1924,154500,0.1045,32,0.2978,0.0543,West South Central,1
Loveland city,OH,0,0,-99,12171,0.0727,73854,100192,0.9449,0.4287,0.8097,0.1903,169100,0.9495,38.5,0.2895,0.1241,East North Central,1
Marysville city,CA,0,0,-99,12178,0.2229,34351,40074,0.7819,0.0896,0.4294,0.5706,145400,0.7357,30.3,0.2678,0.1049,Pacific,1
Babylon village,NY,0,0,-99,12185,0.0576,102532,118495,0.9454,0.4082,0.7793,0.2207,461100,0.8983,40.5,0.2305,0.116,Middle Atlantic,3
Bluffton town,SC,1,3,12893,12186,0.0682,63614,70753,0.8947,0.3107,0.786,0.214,229900,0.7494,34.2,0.2787,0.0854,South Atlantic,3
Lakeland South CDP,WA,0,0,-99,12186,0.0552,76783,83708,0.9306,0.25,0.8545,0.1455,278500,0.8187,42.2,0.237,0.1108,Pacific,1
New Providence borough,NJ,0,0,-99,12191,0.052,124504,151929,0.949,0.606,0.763,0.237,594000,0.8651,41,0.279,0.142,Middle Atlantic,3
Plymouth town,CT,0,0,-99,12193,0.067,73603,86204,0.889,0.195,0.859,0.141,216700,0.975,41.2,0.213,0.127,New England,0
Red Bank borough,NJ,1,8,12187,12194,0.185,62143,82576,0.838,0.364,0.474,0.526,370900,0.724,35.8,0.194,0.139,Middle Atlantic,2
New Carrollton city,MD,1,7,12400,12195,0.0682,58835,64489,0.819,0.1964,0.557,0.443,254600,0.2816,32.5,0.2877,0.084,South Atlantic,1
Newtown township,PA,1,2,12845,12201,0.032,95896,123116,0.972,0.532,0.799,0.201,395900,0.9606,46.2,0.223,0.21,Middle Atlantic,3
Neabsco CDP,VA,0,0,-99,12204,0.0626,114531,123102,0.8857,0.4033,0.7666,0.2334,349700,0.4199,31.9,0.2843,0.0442,South Atlantic,0
Pontiac city,IL,1,4,12000,12210,0.1237,46382,61678,0.8297,0.1173,0.6771,0.3229,97900,0.8469,39.3,0.2038,0.1351,East North Central,1
Winnetka village,IL,1,21,12419,12210,0.0224,203995,231250,0.9915,0.8836,0.9125,0.0875,951900,0.9315,40.5,0.3428,0.1384,East North Central,7
Claiborne CDP,LA,0,0,-99,12210,0.1052,55313,62047,0.8823,0.2935,0.7019,0.2981,134400,0.9428,36,0.2689,0.1237,West South Central,0
Lakeland city,TN,0,0,-99,12218,0.0451,85928,98548,0.9629,0.4281,0.8007,0.1993,232700,0.8357,39.2,0.2851,0.1055,East South Central,1
Monroe city,OH,0,0,-99,12220,0.0536,67240,82083,0.9385,0.2927,0.7779,0.2221,160700,0.957,37.3,0.2717,0.1421,East North Central,2
Terryville CDP,NY,0,0,-99,12223,0.0361,78294,99006,0.9139,0.2834,0.7119,0.2881,358900,0.8321,38.1,0.2794,0.1404,Middle Atlantic,0
Port Lavaca city,TX,0,0,-99,12224,0.1659,43216,50719,0.7256,0.1494,0.6168,0.3832,76500,0.8592,33.8,0.2996,0.1278,West South Central,0
Helena-West Helena city,AR,0,0,-99,12227,0.3617,22940,28795,0.7405,0.1578,0.4593,0.5407,59500,0.2523,31,0.317,0.1269,West South Central,0
Mounds View city,MN,1,32,12155,12229,0.0701,58067,67245,0.9089,0.2656,0.7057,0.2943,193100,0.8522,36.6,0.249,0.1483,West North Central,2
Ringwood borough,NJ,0,0,-99,12234,0.035,109752,118565,0.939,0.424,0.974,0.026,382700,0.9517,41.1,0.245,0.106,Middle Atlantic,1
Evanston city,WY,1,15,12359,12250,0.1571,53813,63924,0.8685,0.2121,0.6673,0.3327,190100,0.9409,32.2,0.3131,0.0774,Mountain,1
Harwich town,MA,0,0,-99,12253,0.086,60651,74620,0.939,0.388,0.819,0.181,380200,0.9342,51.2,0.157,0.288,New England,2
West Bradford township,PA,0,0,-99,12253,0.027,103389,108621,0.979,0.54,0.959,0.041,330000,0.9003,39.7,0.275,0.099,Middle Atlantic,0
Bogalusa city,LA,0,0,-99,12254,0.3281,25315,32655,0.7529,0.1166,0.5839,0.4161,75500,0.5194,37.5,0.27,0.1346,West South Central,0
Logan township,PA,0,0,-99,12257,0.158,45066,61621,0.92,0.169,0.812,0.188,117500,0.9843,43.7,0.167,0.195,Middle Atlantic,1
Bayou Blue CDP,LA,0,0,-99,12264,0.1447,53474,61420,0.6902,0.0866,0.7917,0.2083,117700,0.8461,33,0.2972,0.0731,West South Central,0
Abbeville city,LA,0,0,-99,12267,0.2186,30241,39738,0.6939,0.0993,0.6145,0.3855,76000,0.515,32.9,0.309,0.1221,West South Central,1
Mount Vernon CDP,VA,0,0,-99,12271,0.0586,121224,142537,0.9496,0.5714,0.7943,0.2057,572200,0.7256,41.5,0.2511,0.1601,South Atlantic,0
Luling CDP,LA,0,0,-99,12277,0.1077,64335,72083,0.8815,0.2178,0.7939,0.2061,192800,0.7774,35.6,0.2718,0.111,West South Central,0
Upper township,NJ,0,0,-99,12283,0.046,76633,87712,0.938,0.342,0.922,0.078,333800,0.9769,46.1,0.223,0.15,Middle Atlantic,0
Port St. John CDP,FL,0,0,-99,12286,0.1107,56188,59505,0.9222,0.1494,0.7901,0.2099,123100,0.8679,40.4,0.2195,0.1246,South Atlantic,3
Northlake city,IL,0,0,-99,12287,0.0788,56005,63494,0.7071,0.1179,0.7204,0.2796,188100,0.6405,35.1,0.2586,0.1354,East North Central,2
Bardstown city,KY,0,0,-99,12291,0.2494,33361,36233,0.8434,0.1481,0.5707,0.4293,97400,0.8236,33.7,0.2598,0.1054,East South Central,0
Effingham city,IL,0,0,-99,12297,0.129,42421,58965,0.8898,0.2251,0.6494,0.3506,111000,0.9765,40.1,0.2412,0.1877,East North Central,0
Falls Church city,VA,1,36,12900,12300,0.0348,122844,151906,0.963,0.7279,0.6226,0.3774,645600,0.775,36.9,0.2458,0.1038,South Atlantic,0
Jacksonville city,AL,1,5,12548,12304,0.3262,37210,51040,0.7977,0.2721,0.4599,0.5401,141000,0.7182,24.9,0.2033,0.1104,East South Central,2
Bucyrus city,OH,0,0,-99,12306,0.1677,37348,45202,0.8265,0.1024,0.6178,0.3822,83500,0.9578,44.5,0.2064,0.1987,East North Central,0
Salem city,OH,1,31,12303,12311,0.2055,34400,45250,0.8533,0.1368,0.5895,0.4105,85100,0.9852,39.4,0.2187,0.1841,East North Central,3
Cleveland city,MS,0,0,-99,12315,0.3072,32880,45932,0.7977,0.2971,0.4883,0.5117,110200,0.4496,30.1,0.2437,0.1067,East South Central,0
Santa Fe city,TX,0,0,-99,12322,0.1038,60442,66791,0.9006,0.1533,0.8117,0.1883,128900,0.9521,40.6,0.2648,0.127,West South Central,0
Irondale city,AL,0,0,-99,12323,0.1691,48113,59961,0.8783,0.2775,0.6916,0.3084,136200,0.6154,40,0.1976,0.1553,East South Central,2
Morgan City city,LA,0,0,-99,12326,0.2232,38889,45949,0.7241,0.1227,0.5811,0.4189,98800,0.6353,38.9,0.2133,0.1387,West South Central,0
Portales city,NM,0,0,-99,12327,0.2578,33668,38673,0.8118,0.2288,0.5435,0.4565,103100,0.727,25.4,0.28,0.0984,Mountain,1
Harrison township,NJ,0,0,-99,12333,0.037,124702,128750,0.944,0.45,0.879,0.121,332800,0.8604,36.6,0.313,0.071,Middle Atlantic,0
Winfield city,KS,1,33,12500,12335,0.1661,39445,50348,0.8993,0.2532,0.6377,0.3623,81500,0.8405,38,0.2165,0.1463,West North Central,3
Bath town,NY,0,0,-99,12337,0.171,40673,51701,0.822,0.152,0.656,0.344,82200,0.9146,43.3,0.207,0.189,Middle Atlantic,1
Princeton borough,NJ,0,0,-99,12342,0.074,106686,148409,0.92,0.722,0.454,0.546,635300,0.7787,22.3,0.107,0.107,Middle Atlantic,0
Arkansas City city,KS,1,20,12340,12350,0.2113,37359,48882,0.8104,0.1393,0.5995,0.4005,61200,0.844,32.8,0.2756,0.1515,West North Central,3
Ulster town,NY,0,0,-99,12352,0.113,52401,61224,0.84,0.202,0.683,0.317,193100,0.9343,45.7,0.197,0.195,Middle Atlantic,1
Camp Pendleton South CDP,CA,0,0,-99,12355,0.0697,55612,55560,0.9985,0.1904,0,1,0,0.6638,21.1,0.4283,0,Pacific,3
San Anselmo town,CA,0,0,-99,12363,0.0651,100625,126054,0.9561,0.6279,0.6686,0.3314,816900,0.8727,44.2,0.2338,0.1432,Pacific,2
Mountain Home city,AR,0,0,-99,12371,0.1793,31328,46156,0.8366,0.1598,0.6164,0.3836,119000,0.9644,50,0.1833,0.3213,West South Central,0
Channahon village,IL,1,17,12560,12377,0.0166,89559,96808,0.9572,0.2632,0.9045,0.0955,219600,0.9792,33.5,0.3413,0.0588,East North Central,2
Pelham town,NY,0,0,-99,12379,0.025,143281,160652,0.97,0.642,0.799,0.201,704100,0.7989,38.8,0.308,0.119,Middle Atlantic,1
Cambridge city,MD,0,0,-99,12381,0.2306,35090,41858,0.8158,0.1731,0.4274,0.5726,185000,0.4352,36.9,0.2533,0.1484,South Atlantic,0
Travilah CDP,MD,0,0,-99,12384,0.047,210186,217727,0.9665,0.7865,0.9547,0.0453,1000001,0.6156,42.9,0.3039,0.1188,South Atlantic,3
Key Biscayne village,FL,0,0,-99,12385,0.0791,120502,145313,0.9736,0.7599,0.7582,0.2418,901900,0.9413,41.3,0.3063,0.1684,South Atlantic,5
Beatrice city,NE,1,27,12496,12386,0.1567,38931,52417,0.8906,0.1956,0.6285,0.3715,96800,0.9665,43,0.2282,0.2001,West North Central,1
Lexington Park CDP,MD,0,0,-99,12387,0.1364,66932,62136,0.8745,0.2966,0.4579,0.5421,238400,0.5477,29.2,0.3252,0.0533,South Atlantic,0
South Daytona city,FL,0,0,-99,12388,0.2063,34375,44925,0.8748,0.1472,0.6499,0.3501,125000,0.8427,43,0.214,0.1835,South Atlantic,4
Fort Atkinson city,WI,1,22,12300,12401,0.1178,50620,63899,0.8931,0.2707,0.6652,0.3348,156900,0.9447,37.3,0.2407,0.1231,East North Central,4
Okmulgee city,OK,0,0,-99,12402,0.2619,32022,43544,0.839,0.1491,0.5568,0.4432,71600,0.5239,36.1,0.228,0.1536,West South Central,0
Superior town,CO,1,11,12500,12407,0.0469,107921,126518,0.9953,0.7504,0.723,0.277,408100,0.8129,32.5,0.2837,0.0359,Mountain,5
Destin city,FL,1,12,12474,12425,0.076,61903,65872,0.928,0.3222,0.7212,0.2788,271800,0.8963,39.6,0.1833,0.1786,South Atlantic,0
Cedar Grove township,NJ,0,0,-99,12432,0.041,95682,120790,0.932,0.478,0.793,0.207,465900,0.8619,46.3,0.205,0.214,Middle Atlantic,1
Lewisboro town,NY,0,0,-99,12437,0.013,149750,173494,0.974,0.717,0.938,0.062,658700,0.921,44.1,0.282,0.111,Middle Atlantic,3
Southern Pines town,NC,1,34,12649,12439,0.1067,45376,63211,0.8899,0.3763,0.5953,0.4047,244600,0.7025,45.2,0.2066,0.2701,South Atlantic,1
Plumstead township,PA,1,9,12442,12441,0.04,91719,112768,0.931,0.467,0.892,0.108,399100,0.9487,40.1,0.308,0.086,Middle Atlantic,1
Fruita city,CO,1,21,12600,12444,0.1075,61024,63021,0.8874,0.2322,0.7569,0.2431,220000,0.9298,35.1,0.2568,0.1324,Mountain,1
Coventry town,CT,0,0,-99,12445,0.035,92308,95540,0.939,0.333,0.887,0.113,262400,0.9546,42.8,0.214,0.116,New England,0
Mount Dora city,FL,1,26,12655,12445,0.1484,46112,55971,0.878,0.2494,0.5558,0.4442,204100,0.7327,45,0.2083,0.244,South Atlantic,1
Palos Heights city,IL,1,24,12960,12446,0.0532,76436,98787,0.9309,0.4466,0.9526,0.0474,292700,0.9303,51.9,0.1616,0.2789,East North Central,4
Vadnais Heights city,MN,0,0,-99,12449,0.0637,70838,91138,0.9424,0.411,0.7991,0.2009,221400,0.8832,43.6,0.2096,0.1173,West North Central,4
Riverview city,MI,1,10,12486,12451,0.0991,50865,62685,0.8599,0.2433,0.6587,0.3413,123600,0.9383,41.8,0.2208,0.2153,East North Central,4
Lumberton township,NJ,0,0,-99,12453,0.066,83631,112183,0.913,0.357,0.728,0.272,285500,0.6828,37.5,0.269,0.104,Middle Atlantic,2
Amity township,PA,0,0,-99,12462,0.045,80339,95809,0.941,0.377,0.822,0.178,257600,0.9037,38.3,0.305,0.116,Middle Atlantic,0
Spring Lake town,NC,0,0,-99,12465,0.2239,35560,36169,0.9116,0.127,0.2453,0.7547,92700,0.4735,23.6,0.3734,0.0486,South Atlantic,1
Gaffney city,SC,0,0,-99,12473,0.2561,27339,42735,0.7794,0.1686,0.4967,0.5033,86000,0.4589,39.4,0.1962,0.185,South Atlantic,0
Forest Hill city,TX,0,0,-99,12478,0.1635,46411,48874,0.784,0.1137,0.7547,0.2453,80600,0.424,35.7,0.2675,0.0943,West South Central,2
Highlands town,NY,0,0,-99,12486,0.083,75244,91208,0.934,0.404,0.399,0.601,249700,0.8142,21.9,0.185,0.043,Middle Atlantic,3
Four Corners CDP,TX,0,0,-99,12498,0.0957,74962,73927,0.8261,0.2994,0.8262,0.1738,155500,0.2748,30.3,0.3417,0.0389,West South Central,1
Windsor Locks town,CT,0,0,-99,12500,0.083,62640,73017,0.902,0.212,0.821,0.179,209800,0.8694,45.1,0.19,0.198,New England,0
Grain Valley city,MO,0,0,-99,12507,0.067,65495,70854,0.9336,0.2672,0.6566,0.3434,153700,0.8895,30.1,0.3434,0.0526,West North Central,1
Olympia Heights CDP,FL,0,0,-99,12514,0.1659,54360,62843,0.7664,0.2467,0.7902,0.2098,284100,0.9545,45.9,0.1585,0.2305,South Atlantic,1
Markham city,IL,0,0,-99,12514,0.2205,44730,49255,0.8168,0.1417,0.7556,0.2444,111500,0.1589,37.2,0.2686,0.1291,East North Central,2
Dunkirk city,NY,0,0,-99,12518,0.2274,38913,45127,0.8085,0.1835,0.6224,0.3776,61200,0.8509,38.2,0.2371,0.1545,Middle Atlantic,0
Beaufort city,SC,1,24,12000,12522,0.1816,49056,58563,0.8747,0.4003,0.6017,0.3983,245900,0.6524,33.1,0.2334,0.1427,South Atlantic,3
Herrin city,IL,0,0,-99,12524,0.176,39123,48164,0.8789,0.2308,0.6673,0.3327,75600,0.9443,37,0.2431,0.1625,East North Central,0
Green River city,WY,1,31,12801,12534,0.0668,73566,83060,0.8979,0.1944,0.7338,0.2662,204100,0.9225,31.7,0.296,0.0846,Mountain,1
Lincolnwood village,IL,1,16,12500,12538,0.0441,91250,103542,0.8962,0.4927,0.8578,0.1422,396000,0.6436,47.2,0.211,0.2334,East North Central,5
Avon town,IN,1,7,13100,12542,0.0459,72452,85894,0.9699,0.3235,0.8345,0.1655,171000,0.863,32.3,0.3323,0.066,East North Central,0
Wilmington city,OH,0,0,-99,12545,0.2315,31466,40452,0.86,0.1423,0.4793,0.5207,106400,0.9012,35.2,0.2382,0.1401,East North Central,0
Brookhaven city,MS,0,0,-99,12549,0.3027,32772,34525,0.7817,0.2221,0.6516,0.3484,82600,0.4257,35.1,0.2885,0.1645,East South Central,0
McFarland city,CA,0,0,-99,12562,0.3217,35812,35610,0.4181,0.0476,0.5593,0.4407,126600,0.8343,24.5,0.3449,0.0429,Pacific,0
Huron city,SD,1,32,12592,12563,0.109,40533,55161,0.836,0.2013,0.6319,0.3681,81400,0.9009,40.2,0.2347,0.1725,West North Central,0
Buford city,GA,0,0,-99,12575,0.1741,46793,53646,0.759,0.1913,0.585,0.415,169800,0.7387,32.1,0.2969,0.1095,South Atlantic,1
Cayce city,SC,1,8,13150,12584,0.1812,42538,51772,0.875,0.2423,0.5923,0.4077,122500,0.7572,36,0.1679,0.1475,South Atlantic,0
Eatontown borough,NJ,1,24,12000,12595,0.092,63567,82705,0.907,0.345,0.546,0.454,329900,0.695,39.5,0.199,0.133,Middle Atlantic,1
Hopewell township,PA,0,0,-99,12595,0.054,60714,72757,0.924,0.246,0.827,0.173,114500,0.9607,45.3,0.196,0.202,Middle Atlantic,0
Lake Station city,IN,0,0,-99,12596,0.1962,36955,44501,0.7693,0.0642,0.7191,0.2809,82400,0.7972,36.6,0.2685,0.1047,East North Central,1
Ottawa city,KS,1,15,12575,12596,0.1394,42986,55653,0.8876,0.2082,0.5791,0.4209,105900,0.928,33.3,0.2498,0.1379,West North Central,1
Oxford town,CT,0,0,-99,12602,0.045,107308,118221,0.939,0.406,0.923,0.077,377500,0.9767,43.3,0.245,0.127,New England,1
Kingston town,MA,0,0,-99,12609,0.055,80172,93281,0.942,0.391,0.821,0.179,373700,0.9512,42.3,0.243,0.153,New England,2
Escanaba city,MI,1,14,12616,12609,0.2473,27346,44649,0.9003,0.163,0.6121,0.3879,83000,0.9261,41.5,0.2007,0.203,East North Central,1
St. Simons CDP,GA,0,0,-99,12612,0.0493,77457,109932,0.9683,0.576,0.7835,0.2165,374500,0.9513,52.9,0.1441,0.2709,South Atlantic,3
Middleburg CDP,FL,0,0,-99,12617,0.1255,51250,58135,0.8048,0.0992,0.8417,0.1583,141300,0.9108,39.7,0.2317,0.1239,South Atlantic,1
Kingsbury town,NY,0,0,-99,12619,0.151,45860,57797,0.885,0.131,0.655,0.345,147900,0.9704,39.7,0.202,0.143,Middle Atlantic,0
Discovery Bay CDP,CA,0,0,-99,12620,0.0591,108806,106063,0.9517,0.2867,0.8436,0.1564,393600,0.8792,41.2,0.2413,0.1406,Pacific,2
East Renton Highlands CDP,WA,0,0,-99,12627,0.0303,91853,93454,0.9391,0.3515,0.8963,0.1037,357400,0.8335,40.5,0.2582,0.1281,Pacific,4
Spring Garden township,PA,0,0,-99,12637,0.059,70198,83780,0.918,0.418,0.893,0.107,172400,0.8847,38,0.201,0.175,Middle Atlantic,1
Cornwall town,NY,1,10,12000,12638,0.047,83074,100897,0.938,0.464,0.775,0.225,325800,0.9356,40.4,0.27,0.119,Middle Atlantic,2
Rochester city,MI,1,1,12711,12647,0.0766,80747,125530,0.9698,0.5719,0.6801,0.3199,262100,0.8858,39.1,0.2411,0.1299,East North Central,5
Stony Point CDP,NY,0,0,-99,12651,0.0369,95788,106598,0.895,0.3523,0.8484,0.1516,401700,0.8345,42.3,0.2295,0.1435,Middle Atlantic,0
Boone city,IA,1,27,12500,12658,0.1124,44994,58561,0.9143,0.1812,0.7094,0.2906,112400,0.9656,36.4,0.2523,0.1616,West North Central,0
Bainbridge city,GA,1,24,12500,12669,0.3224,25725,36552,0.7722,0.1467,0.4809,0.5191,110500,0.3829,36.2,0.2611,0.1617,South Atlantic,0
Soddy-Daisy city,TN,0,0,-99,12691,0.1075,49286,62826,0.8375,0.1582,0.6859,0.3141,137000,0.9858,42.9,0.2081,0.1923,East South Central,0
Stoughton city,WI,1,20,12646,12695,0.1022,60234,74665,0.9047,0.323,0.6326,0.3674,195200,0.9485,39.2,0.2393,0.1434,East North Central,6
Worthington city,MN,1,19,12764,12701,0.2027,44953,50410,0.7265,0.1525,0.6428,0.3572,111800,0.7379,32.7,0.2775,0.1499,West North Central,0
Fulton city,MO,0,0,-99,12702,0.1951,43791,60132,0.819,0.2231,0.593,0.407,107900,0.8323,32.5,0.1587,0.1372,West North Central,0
Monticello city,MN,1,2,13000,12711,0.0783,69156,81324,0.9343,0.2466,0.718,0.282,171300,0.9218,30.3,0.3157,0.0812,West North Central,0
Finneytown CDP,OH,0,0,-99,12713,0.0923,53685,60574,0.9382,0.3066,0.7366,0.2634,131900,0.5969,40.3,0.2495,0.1642,East North Central,2
Lake Forest Park city,WA,1,11,12849,12718,0.0352,100156,122618,0.9685,0.5876,0.8398,0.1602,434500,0.861,45.2,0.2089,0.1624,Pacific,1
Pell City city,AL,0,0,-99,12723,0.1551,46348,52795,0.8557,0.1767,0.6455,0.3545,159200,0.8629,37.2,0.2655,0.1641,East South Central,1
Shiloh village,IL,0,0,-99,12726,0.053,78244,98125,0.9454,0.403,0.7033,0.2967,207100,0.7497,36.1,0.2555,0.0849,East North Central,3
Overlea CDP,MD,0,0,-99,12728,0.0864,60683,75254,0.8669,0.2344,0.7272,0.2728,208000,0.7104,39.2,0.2144,0.1661,South Atlantic,0
Athens city,TX,0,0,-99,12728,0.2666,36015,44889,0.7919,0.1652,0.5364,0.4636,89500,0.7449,33.3,0.2484,0.1494,West South Central,0
Thonotosassa CDP,FL,0,0,-99,12729,0.1697,39915,47243,0.8011,0.1524,0.7139,0.2861,129200,0.7681,42,0.2281,0.1515,South Atlantic,1
Hudson city,WI,1,4,13187,12732,0.0847,60833,75512,0.957,0.4398,0.6557,0.3443,211700,0.9453,35.4,0.2454,0.1269,East North Central,1
Richland township,PA,0,0,-99,12738,0.102,47810,67342,0.9,0.271,0.702,0.298,138800,0.9588,40.6,0.16,0.215,Middle Atlantic,0
Medway town,MA,0,0,-99,12742,0.024,108181,125610,0.955,0.5,0.87,0.13,373800,0.9302,41.4,0.269,0.116,New England,0
Malibu city,CA,0,0,-99,12743,0.0674,135530,160929,0.9826,0.6138,0.7037,0.2963,1000001,0.8818,45.6,0.2102,0.185,Pacific,2
Auburn city,IN,1,21,12000,12760,0.149,39979,50204,0.8947,0.2148,0.7177,0.2823,108800,0.9576,37.3,0.2424,0.146,East North Central,0
Palmetto city,FL,1,4,14413,12761,0.1164,36469,44131,0.8129,0.166,0.7033,0.2967,117200,0.863,47.5,0.2229,0.2751,South Atlantic,1
Ridgefield Park village,NJ,1,25,13000,12761,0.05,66130,87045,0.876,0.323,0.587,0.413,358300,0.6574,38,0.245,0.125,Middle Atlantic,2
Wickliffe city,OH,1,34,12750,12761,0.0873,46581,58228,0.917,0.1867,0.7987,0.2013,131500,0.9274,43.8,0.2051,0.211,East North Central,3
North Union township,PA,0,0,-99,12761,0.155,39214,44887,0.852,0.154,0.676,0.324,76800,0.946,44.1,0.202,0.195,Middle Atlantic,0
Oakland borough,NJ,1,7,12754,12763,0.033,116067,120581,0.949,0.51,0.945,0.055,469600,0.9325,39.8,0.26,0.133,Middle Atlantic,2
Weehawken township,NJ,0,0,-99,12764,0.113,71049,95885,0.873,0.498,0.331,0.669,501600,0.6938,37.9,0.146,0.136,Middle Atlantic,0
Sylacauga city,AL,1,9,12700,12778,0.257,31901,40103,0.8047,0.1741,0.5737,0.4263,118600,0.6842,41.3,0.2431,0.1758,East South Central,0
Sauk Rapids city,MN,0,0,-99,12784,0.1734,53972,70072,0.9169,0.2738,0.6787,0.3213,154000,0.9348,30.5,0.2625,0.0968,West North Central,1
Lewisville town,NC,0,0,-99,12785,0.0635,69883,85500,0.9234,0.3904,0.9021,0.0979,178600,0.8978,44.3,0.2401,0.1309,South Atlantic,1
Lockhart city,TX,0,0,-99,12785,0.1851,40600,49229,0.771,0.1276,0.5711,0.4289,109600,0.6411,32.8,0.2645,0.114,West South Central,0
Atlantic Beach city,FL,0,0,-99,12799,0.0795,64776,80265,0.9249,0.4365,0.6736,0.3264,329700,0.8368,44.2,0.2003,0.168,South Atlantic,4
Woodhaven city,MI,0,0,-99,12800,0.0869,60788,74767,0.9437,0.2124,0.7592,0.2408,131800,0.9267,37.9,0.2407,0.1186,East North Central,4
Nanakuli CDP,HI,0,0,-99,12803,0.2002,55000,63715,0.8527,0.057,0.6651,0.3349,272300,0.049,28.2,0.3224,0.0804,Pacific,0
St. Helens city,OR,0,0,-99,12807,0.1786,53151,60722,0.8718,0.1611,0.6364,0.3636,186000,0.8989,33.3,0.2627,0.0802,Pacific,1
King City city,CA,0,0,-99,12814,0.175,49326,48883,0.4161,0.0638,0.4611,0.5389,166500,0.8286,24.9,0.3599,0.0548,Pacific,0
Dover city,OH,1,33,12826,12817,0.1209,40680,58103,0.8991,0.2262,0.738,0.262,115200,0.9681,42.4,0.2277,0.2422,East North Central,3
Grass Valley city,CA,0,0,-99,12818,0.2018,36612,41346,0.8859,0.2641,0.419,0.581,292200,0.9047,44.4,0.207,0.2242,Pacific,0
Conneaut city,OH,1,29,12500,12824,0.1997,35014,47621,0.8363,0.0925,0.6957,0.3043,87400,0.8915,39,0.208,0.1479,East North Central,0
Fairburn city,GA,0,0,-99,12831,0.1329,50855,53883,0.8253,0.2352,0.6101,0.3899,143700,0.1844,31.3,0.3228,0.0664,South Atlantic,2
Commerce city,CA,1,28,12823,12836,0.169,51022,55296,0.5136,0.0658,0.4985,0.5015,346700,0.6423,31.6,0.2943,0.1097,Pacific,0
McComb city,MS,0,0,-99,12841,0.2701,31623,37287,0.7504,0.173,0.5493,0.4507,84000,0.2899,40.7,0.2322,0.1635,East South Central,0
Pelham town,NH,0,0,-99,12850,0.036,96852,106136,0.93,0.296,0.894,0.106,318200,0.9647,40.1,0.269,0.097,New England,2
Western Springs village,IL,1,30,12975,12853,0.023,137331,147808,0.9903,0.7538,0.9657,0.0343,550000,0.9816,42.7,0.3141,0.147,East North Central,5
Massena town,NY,0,0,-99,12855,0.196,40371,50853,0.889,0.161,0.586,0.414,80000,0.9378,43.7,0.2,0.184,Middle Atlantic,0
Derby town,CT,0,0,-99,12858,0.133,54561,63967,0.86,0.258,0.575,0.425,232200,0.8128,39.6,0.217,0.161,New England,0
Glendale city,WI,1,16,12938,12861,0.1124,59090,79716,0.9429,0.4977,0.7123,0.2877,210400,0.8241,46,0.1867,0.2283,East North Central,8
